domain	supergroup	division	subdivision	class	order	family	genus	species	A4_T2_R1	A4_T3_R1	A4_T4_R1	A4_T5_R1	B1_T2_R1	B1_T3_R1	B1_T4_R1	B1_T5_R1	B2_T2_R1	B2_T3_R1	B2_T4_R1	B2_T5_R1	B3_T2_R1	B3_T3_R1	B3_T4_R1	B3_T5_R1	B4_T1_R1	B4_T2_R1	B4_T4_R1	B4_T5_R1	B5_T1_R1	B5_T2_R1	B5_T3_R1	B5_T4_R1	B5_T5_R1	B6_T2_R1	B6_T3_R1	B6_T5_R1	B7_T2_R1	B7_T4_R1	B7_T5_R1	B8_T2_R1	B8_T3_R1	B8_T4_R1	B8_T5_R1	C1_T1_R1	C1_T2_R1	C1_T3_R1	C1_T4_R1	C1_T5_R1	C2_T1_R1	C2_T2_R1	C2_T3_R1	C2_T4_R1	C2_T5_R1	C3_T1_R1	C3_T2_R1	C3_T3_R1	C3_T4_R1	C3_T5_R1	C6_T1_R1	C6_T2_R1	C6_T3_R1	C6_T4_R1	C6_T5_R1	C7_T2_R1	C7_T3_R1	C7_T4_R1	C7_T5_R1	D1_T2_R1	D1_T3_R1	D1_T4_R1	D1_T5_R1	D2_T1_R1	D2_T2_R1	D2_T3_R1	D2_T4_R1	D2_T5_R1	D4_T1_R1	D4_T2_R1	D4_T3_R1	D4_T4_R1	D4_T5_R1	D5_T2_R1	D5_T3_R1	D5_T4_R1	D5_T5_R1	D6_T1_R1	D6_T2_R1	D6_T3_R1	D6_T4_R1	D6_T5_R1	E1_T1_R1	E1_T2_R1	E1_T3_R1	E1_T4_R1	E1_T5_R1	E2_T1_R1	E2_T2_R1	E2_T3_R1	E2_T4_R1	E2_T5_R1	E3_T2_R1	E3_T3_R1	E3_T4_R1	E3_T5_R1	E5_T1_R1	E5_T2_R1	E5_T3_R1	E5_T4_R1	E5_T5_R1	E7_T2_R1	E7_T3_R1	E7_T4_R1	E7_T5_R1	F1_T2_R1	F1_T3_R1	F1_T4_R1	F1_T5_R1	F3_T2_R1	F3_T3_R1	F3_T4_R1	F3_T5_R1	F4_T2_R1	F4_T3_R1	F4_T4_R1	F5_T1_R1	F5_T2_R1	F5_T3_R1	F5_T4_R1	F5_T5_R1	F7_T1_R1	F7_T2_R1	F7_T3_R1	F7_T4_R1	F7_T5_R1	F8_T1_R1	F8_T3_R1	F8_T4_R1	F8_T5_R1	G1_T1_R1	G1_T4_R1	G1_T5_R1	G2_T2_R1	G2_T3_R1	G2_T4_R1	G2_T5_R1	G3_T3_R1	G3_T4_R1	G3_T5_R1	G4_T1_R1	G4_T2_R1	G4_T3_R1	G4_T4_R1	G4_T5_R1	G5_T5_R1	G6_T1_R1	G6_T3_R1	G6_T4_R1	G6_T5_R1	G7_T1_R1	G7_T3_R1	G7_T4_R1	G7_T5_R1	G8_T1_R1	G8_T3_R1	G8_T4_R1	G8_T5_R1	H1_T2_R1	H1_T3_R1	H1_T4_R1	H1_T5_R1	H2_T2_R1	H2_T3_R1	H2_T4_R1	H2_T5_R1	H4_T2_R1	H4_T3_R1	H4_T4_R1	H4_T5_R1	H5_T2_R1	H5_T3_R1	H5_T4_R1	H5_T5_R1	H7_T2_R1	H8_T1_R1	H8_T2_R1	H8_T3_R1	H8_T4_R1	H8_T5_R1	I2_T2_R1	I2_T3_R1	I2_T4_R1	I2_T5_R1	I5_T1_R1	I5_T2_R1	I5_T3_R1	I5_T4_R1	I5_T5_R1	I6_T2_R1	I6_T3_R1	I6_T4_R1	I6_T5_R1	Resv_T2_R1	Resv_T3_R1	Resv_T4_R1	Resv_T5_R1	Cont_T1_R1	Cont_T2_R1	Cont_T3_R1	Cont_T4_R1	Cont_T5_R1	A4_T2_R2	A4_T3_R2	A4_T4_R2	A4_T5_R2	B1_T2_R2	B1_T3_R2	B1_T4_R2	B1_T5_R2	B2_T3_R2	B2_T4_R2	B2_T5_R2	B3_T2_R2	B3_T3_R2	B3_T4_R2	B3_T5_R2	B4_T2_R2	B4_T3_R2	B4_T4_R2	B4_T5_R2	B5_T2_R2	B5_T3_R2	B5_T4_R2	B5_T5_R2	B6_T2_R2	B6_T3_R2	B6_T4_R2	B6_T5_R2	B7_T2_R2	B7_T3_R2	B7_T4_R2	B7_T5_R2	B8_T2_R2	B8_T3_R2	B8_T4_R2	B8_T5_R2	C1_T2_R2	C1_T3_R2	C1_T4_R2	C1_T5_R2	C2_T1_R2	C2_T2_R2	C2_T3_R2	C2_T4_R2	C2_T5_R2	C3_T1_R2	C3_T2_R2	C3_T3_R2	C3_T4_R2	C3_T5_R2	C6_T2_R2	C6_T3_R2	C6_T4_R2	C6_T5_R2	C7_T2_R2	C7_T3_R2	C7_T5_R2	D1_T2_R2	D1_T3_R2	D1_T4_R2	D1_T5_R2	D2_T2_R2	D2_T3_R2	D2_T4_R2	D2_T5_R2	D4_T2_R2	D4_T3_R2	D4_T4_R2	D4_T5_R2	D5_T2_R2	D5_T3_R2	D5_T5_R2	D6_T1_R2	D6_T2_R2	D6_T3_R2	D6_T4_R2	D6_T5_R2	E1_T2_R2	E1_T3_R2	E1_T5_R2	E2_T1_R2	E2_T2_R2	E2_T3_R2	E2_T5_R2	E3_T2_R2	E3_T3_R2	E3_T4_R2	E3_T5_R2	E5_T2_R2	E5_T3_R2	E5_T4_R2	E5_T5_R2	E7_T2_R2	E7_T3_R2	E7_T4_R2	E7_T5_R2	F1_T2_R2	F1_T3_R2	F1_T4_R2	F1_T5_R2	F3_T2_R2	F3_T3_R2	F3_T4_R2	F3_T5_R2	F4_T2_R2	F4_T3_R2	F5_T1_R2	F5_T2_R2	F5_T3_R2	F5_T4_R2	F5_T5_R2	F7_T2_R2	F7_T3_R2	F7_T4_R2	F7_T5_R2	F8_T2_R2	F8_T3_R2	F8_T4_R2	F8_T5_R2	G1_T4_R2	G1_T5_R2	G2_T2_R2	G2_T3_R2	G2_T4_R2	G2_T5_R2	G3_T2_R2	G3_T3_R2	G3_T4_R2	G3_T5_R2	G4_T1_R2	G4_T2_R2	G4_T3_R2	G4_T4_R2	G4_T5_R2	G6_T1_R2	G6_T3_R2	G6_T4_R2	G7_T2_R2	G7_T3_R2	G7_T4_R2	G7_T5_R2	G8_T2_R2	G8_T3_R2	G8_T4_R2	G8_T5_R2	H1_T2_R2	H1_T3_R2	H1_T4_R2	H1_T5_R2	H2_T2_R2	H2_T3_R2	H2_T4_R2	H2_T5_R2	H4_T2_R2	H4_T3_R2	H4_T4_R2	H4_T5_R2	H5_T2_R2	H5_T3_R2	H5_T5_R2	H7_T2_R2	H8_T1_R2	H8_T2_R2	H8_T3_R2	H8_T4_R2	H8_T5_R2	I2_T2_R2	I2_T3_R2	I2_T4_R2	I2_T5_R2	I5_T2_R2	I5_T3_R2	I5_T4_R2	I5_T5_R2	I6_T2_R2	I6_T3_R2	I6_T4_R2	Resv_T3_R2	Resv_T4_R2	Resv_T5_R2	Cont_T1_R2	Cont_T3_R2	Cont_T4_R2	Cont_T5_R2	Cont_T2_R2
Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Mamiellophyceae	Monomastigales	Monomastigaceae	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Trebouxiophyceae	Chlorellales	Chlorellales_X	Ecballocystopsis	Ecballocystopsis_dichotomus	3	0	0	0	20	1	0	2	48	21	0	25	0	0	0	0	0	0	0	0	6	157	0	0	283	187	37	53	29	17	4	21	8	0	0	0	17	192	42	89	0	2	53	4	0	0	0	2	0	0	0	60	3	7	126	204	4	0	0	109	10	4	8	0	0	0	0	0	0	26	1	2	102	64	149	237	186	0	723	15	0	0	0	6	0	0	0	0	2	0	0	0	13	2	5	0	0	45	1	0	4	7	5	39	2	0	0	39	12	0	0	0	0	0	0	129	0	50	14	29	94	0	35	6	0	45	0	0	1585	0	0	0	479	0	0	25	0	0	113	163	0	230	50	2279	60	118	0	0	15	1	0	0	11	22	0	730	38	10	12	0	0	0	0	0	0	0	19	8	2	1	0	0	0	7	32	0	44	11	272	0	50	4	32	0	9	62	59	2	0	3	1	0	4	0	0	0	0	0	0	109	0	0	4	20	0	0	22	1	0	7	24	0	1	0	0	0	0	0	0	0	0	80	2	0	7	181	3	14	74	38	86	17	8	10	0	0	0	24	1426	84	1497	0	1	194	5	1	0	0	0	0	0	51	0	17	7	239	28	0	107	22	13	21	0	0	0	0	23	7	16	1301	55	81	323	0	25	29	0	0	6	0	0	0	26	0	0	21	0	0	0	18	7	0	0	3	24	14	0	4	11	60	5	0	0	0	0	0	0	0	41	95	292	426	1	8	56	5	6	0	0	0	2624	27	0	0	0	0	13	4	21	14	0	9	806	21	155	0	0	0	2	3	9	8	14	827	67	11	0	1	0	0	0	0	0	0	38	0	9	0	4	0	0	19	0	3	15	30	23	16	192	1	0	0	9	3	4	0	0	0	0	2	0	0	0	0	0	0
Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Trebouxiophyceae	Chlorellales	Chlorellales_X	Makinoella	Makinoella_tosaensis	11	48	51	4	33	1	0	8	258	358	23	7969	13	233	2677	238	0	18	0	2	7	318	20	4	154	1239	68	2419	619	71	998	1757	662	107	7087	0	14	483	185	141	0	6	470	21	0	0	6	91	0	0	0	464	177	36	277	1067	106	1	0	331	412	253	638	0	16	10	0	0	0	104	14	10	68	152	4223	5348	6464	0	2036	843	1198	571	0	16	3	39	28	0	23	3	0	47	18	0	2	2	0	106	7	17	472	1	4	0	2	306	446	2943	2974	34	9	1	0	116	0	1169	0	9055	983	42	144	0	420	189	4172	291	0	504	1597	856	0	14	1554	11	7	56	5	0	3293	254	0	986	182	4054	22	105	0	2	235	93	0	0	12	10	0	1172	1273	157	74	30	4	0	0	0	0	0	216	6828	1386	7521	0	346	39	34	18	0	518	492	2468	2	695	80	23	0	0	1305	2765	349	16	23	595	8	51	0	0	0	0	0	186	3297	867	22	11	2055	393	1236	25	1	2	11	431	9	1458	45	116	63	14	16	9	0	0	100	14	2	8	1849	150	93	2100	415	429	835	2371	571	398	134	1801	17	1053	263	2089	0	5	1645	11	12	0	0	0	0	0	207	17	255	36	1345	591	14	449	784	553	7066	3	5	0	0	79	22	40	928	181	1816	9114	0	43	1659	319	3155	21	25	36	0	23	1	0	17	2	0	0	57	114	4	28	0	42	3	0	2517	7773	3824	313	0	27	0	0	22	0	0	4846	6830	1884	3382	45	80	50	12	1579	1730	3647	12789	1234	54	51	40	3	0	149	17	49	9	0	31	5276	65	2555	0	7	79	9	84	4	8	9	2253	2762	96	1	20	82	1	0	1	0	0	21	2764	2697	14610	30	12	6	11	0	45	387	472	693	52	4382	2	0	0	20	192	236	0	2	8	0	0	0	1619	48	32	0	0
Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Trebouxiophyceae	Chlorellales	Chlorellales_X	Micractinium	Micractinium_simplicissimum	0	0	0	0	2	11	7	46	0	0	0	26	0	0	0	0	25	1	0	0	33	2	3	12	33	0	32	5	0	0	0	11	2	0	0	29	0	0	0	0	36	1	110	67	10	49	6876	175	21	0	14	7	0	11	46	7412	124	29	1	0	0	21	180	122	384	308	14	5	36	3	5	0	0	0	0	10	126	33	933	230	50	7	58	23	44	28	0	38	7233	19130	13900	987	2	0	41	14	48	2	4	1	3	0	8	68	26	0	0	0	2	16	375	1639	1878	0	0	0	2	0	0	57	0	29	1	26	0	150	15	0	19	0	147	41	2	11	36	49	67	0	0	954	56	0	0	18	0	0	10	1	27	85	33	0	0	372	0	0	0	0	3	14	34	16	0	0	115	160	0	0	1	0	0	17	112	9	0	68	0	0	0	0	0	0	0	0	305	0	0	0	23	0	0	0	0	8	0	34	5	1463	178	33	0	34	0	0	0	0	3	8	6	25	0	0	58	0	4	0	0	5	0	0	0	4	9	58	14	0	0	0	6	0	0	0	0	8	0	0	0	0	0	0	0	56	0	7	61	23	86	2935	382	16	0	26	0	20	31	7191	439	7	0	0	123	369	110	84	8	1	0	0	0	0	0	0	132	41	96	381	18	4	80	53	187	68	0	28564	1430	1	10	34	13	0	7	4	0	0	13	22	24	0	0	0	0	13	523	2236	1917	0	0	17	50	0	9	0	0	10	104	170	0	0	0	0	40	0	51	20	122	164	0	0	46	823	107	0	0	0	0	27	3	18	0	0	0	553	0	0	0	0	0	5	50	19	0	0	137	326	0	0	2	0	0	9	18	0	98	0	0	0	0	0	0	0	0	0	0	0	71	4	0	0	0	42	28	662	0	0	99	0
Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Trebouxiophyceae	Chlorellales	Chlorellales_X	Oocystella	Oocystella_oogama	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Trebouxiophyceae	Chlorellales	Chlorellales_X	Unknown	Unknown	0	0	0	0	6	0	0	0	71	57	2	99	1	28	156	0	0	0	0	0	0	122	0	0	10	62	19	172	13	8	0	108	1	0	224	0	2	11	0	6	0	9	21	0	0	0	74	4	0	0	1	36	0	0	16	501	2	0	0	323	4	2	0	0	5	0	0	0	0	16	5	0	22	193	168	209	19	0	154	11	0	0	0	438	16	7	52	0	0	0	0	0	5	0	0	0	1	144	2	1	6	0	0	2	0	3	1	87	110	39	1	0	0	3	0	63	0	115	12	3	3	0	54	6	17	4	0	0	55	0	0	0	148	0	0	0	0	0	155	10	0	105	5	142	1	4	0	0	1	0	0	0	0	0	0	31	22	0	15	0	0	0	0	0	0	0	50	319	59	274	0	7	0	17	0	1	74	1	99	0	14	0	1	0	9	82	113	0	0	9	9	0	0	0	1	0	0	0	0	48	0	0	0	179	24	112	5	0	0	0	77	0	41	2	2	0	0	0	0	0	0	35	0	0	0	16	0	0	154	12	31	0	63	6	0	0	134	0	14	4	226	0	5	14	0	0	0	3	4	0	0	14	0	0	0	474	82	0	314	43	127	349	0	4	0	0	20	12	4	290	192	195	645	0	4	65	25	155	590	93	17	0	0	0	0	6	0	0	0	74	12	0	0	0	3	0	0	206	510	214	24	14	4	0	2	0	0	0	421	541	42	250	0	0	0	0	211	81	194	471	150	0	3	0	0	0	13	1	0	0	0	7	649	3	211	0	0	19	2	2	0	0	0	190	484	2	0	3	0	0	0	0	0	0	3	233	234	492	0	0	0	0	0	11	1	2	28	9	119	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0
Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Trebouxiophyceae	Prasiolales	Prasiolales_X	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Trebouxiophyceae	Trebouxiophyceae_X	Trebouxiophyceae_XX	Botryococcus	Botryococcus_sp.	0	21	0	0	0	0	0	0	2	9	1	2	23	162	11	6	0	18	0	0	0	0	6	0	0	0	0	0	23	0	1	164	10	0	0	0	0	0	0	0	0	0	11	0	0	0	89	18	0	0	0	0	0	0	0	47	9	0	0	0	19	3	0	0	59	13	0	0	0	0	0	0	0	0	15	4	0	0	523	16	0	0	0	643	190	4	3	0	921	30	3	0	0	0	0	0	0	23	6	0	0	0	0	0	0	0	2	11	0	405	5	0	0	57	0	2	0	0	0	0	0	0	30	0	0	0	0	2	11	0	0	4	1	6	0	46	0	28	0	19	0	0	1	9	0	0	0	6	4	0	0	0	0	8	0	0	0	0	1	0	0	0	25	31	0	0	6	35	0	0	0	0	0	0	0	0	0	0	8	0	0	7	7	0	0	2	31	19	0	0	0	0	0	0	0	0	0	0	76	231	0	0	0	146	0	0	0	0	0	0	11	1	0	30	6	0	0	21	4	0	0	0	0	0	0	0	0	0	0	28	16	3	0	120	21	0	0	0	0	0	0	0	0	0	0	0	0	11	27	0	0	0	0	0	0	45	12	0	0	27	11	3	27	13	0	0	0	0	0	0	0	1	2	0	39	20	0	0	683	77	0	0	0	23	0	0	0	0	0	48	12	0	0	0	0	0	0	1	13	18	0	38	11	0	0	15	0	0	8	4	1	0	3	3	0	0	364	0	0	0	15	0	24	0	0	0	17	46	40	5	0	0	2	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	119	29	0	0	7	19	0	0	0	0	0	0	0	0	3	0	0	0	16	1	1	0	25	16	0	0	0	0	0	0	0	0	0	0	18	0
Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Trebouxiophyceae	Watanabea-Clade	Watanabea-Clade_X	Dictyochloropsis	Dictyochloropsis_sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Ulvophyceae	Ulotrichales	Ulotrichales_X	Chamaetrichon	Chamaetrichon_capsulatum	0	0	0	0	22	0	0	0	27	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	4	23	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	96	2	169	24	0	9	0	0	0	0	0	0	2	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Unknown	Unknown	Unknown	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	11	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0
Eukaryota	Archaeplastida	Rhodophyta	Rhodophyta_X	Bangiophyceae	Cyanidiales	Cyanidiales_X	Cyanidiales_XX	Cyanidiales_XX_sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
