domain	kingdom	phylum	class	order	family	genus	species	A4_T2_R1	A4_T3_R1	A4_T4_R1	A4_T5_R1	B1_T2_R1	B1_T3_R1	B1_T4_R1	B1_T5_R1	B2_T2_R1	B2_T3_R1	B2_T5_R1	B3_T2_R1	B3_T3_R1	B3_T4_R1	B3_T5_R1	B4_T1_R1	B4_T2_R1	B4_T3_R1	B4_T4_R1	B4_T5_R1	B5_T1_R1	B5_T2_R1	B5_T3_R1	B5_T4_R1	B5_T5_R1	B6_T2_R1	B6_T3_R1	B6_T4_R1	B6_T5_R1	B7_T2_R1	B7_T3_R1	B7_T4_R1	B7_T5_R1	B8_T2_R1	B8_T3_R1	B8_T4_R1	B8_T5_R1	C1_T1_R1	C1_T2_R1	C1_T3_R1	C1_T4_R1	C1_T5_R1	C2_T1_R1	C2_T2_R1	C2_T3_R1	C2_T4_R1	C2_T5_R1	C3_T1_R1	C3_T2_R1	C3_T3_R1	C3_T4_R1	C3_T5_R1	C6_T1_R1	C6_T2_R1	C6_T3_R1	C6_T4_R1	C6_T5_R1	C7_T2_R1	C7_T3_R1	C7_T4_R1	C7_T5_R1	D1_T2_R1	D1_T3_R1	D1_T4_R1	D1_T5_R1	D2_T1_R1	D2_T2_R1	D2_T3_R1	D2_T4_R1	D2_T5_R1	D4_T1_R1	D4_T2_R1	D4_T3_R1	D4_T4_R1	D4_T5_R1	D5_T2_R1	D5_T3_R1	D5_T4_R1	D5_T5_R1	D6_T1_R1	D6_T2_R1	D6_T3_R1	D6_T4_R1	D6_T5_R1	E1_T1_R1	E1_T3_R1	E1_T4_R1	E1_T5_R1	E2_T1_R1	E2_T2_R1	E2_T3_R1	E2_T4_R1	E2_T5_R1	E3_T2_R1	E3_T3_R1	E3_T4_R1	E3_T5_R1	E5_T1_R1	E5_T2_R1	E5_T3_R1	E5_T4_R1	E5_T5_R1	E7_T2_R1	E7_T3_R1	E7_T4_R1	E7_T5_R1	F1_T2_R1	F1_T3_R1	F1_T4_R1	F1_T5_R1	F3_T2_R1	F3_T3_R1	F3_T4_R1	F3_T5_R1	F4_T2_R1	F4_T3_R1	F4_T4_R1	F5_T1_R1	F5_T2_R1	F5_T3_R1	F5_T4_R1	F5_T5_R1	F7_T1_R1	F7_T2_R1	F7_T3_R1	F7_T4_R1	F7_T5_R1	F8_T1_R1	F8_T2_R1	F8_T3_R1	F8_T4_R1	F8_T5_R1	G1_T1_R1	G1_T4_R1	G1_T5_R1	G2_T2_R1	G2_T3_R1	G2_T4_R1	G2_T5_R1	G3_T2_R1	G3_T3_R1	G3_T4_R1	G3_T5_R1	G4_T1_R1	G4_T2_R1	G4_T3_R1	G4_T4_R1	G4_T5_R1	G5_T5_R1	G6_T1_R1	G6_T3_R1	G6_T4_R1	G6_T5_R1	G7_T1_R1	G7_T2_R1	G7_T3_R1	G7_T4_R1	G7_T5_R1	G8_T1_R1	G8_T2_R1	G8_T3_R1	G8_T4_R1	H1_T2_R1	H1_T3_R1	H1_T4_R1	H1_T5_R1	H2_T2_R1	H2_T3_R1	H2_T4_R1	H2_T5_R1	H4_T2_R1	H4_T3_R1	H4_T4_R1	H4_T5_R1	H5_T2_R1	H5_T3_R1	H5_T4_R1	H5_T5_R1	H7_T2_R1	H8_T1_R1	H8_T2_R1	H8_T3_R1	H8_T4_R1	H8_T5_R1	I2_T2_R1	I2_T3_R1	I2_T4_R1	I2_T5_R1	I5_T1_R1	I5_T2_R1	I5_T3_R1	I5_T4_R1	I5_T5_R1	I6_T2_R1	I6_T3_R1	I6_T4_R1	I6_T5_R1	Resv_T2_R1	Resv_T3_R1	Resv_T4_R1	Resv_T5_R1	Cont_T1_R1	Cont_T2_R1	Cont_T3_R1	Cont_T4_R1	Cont_T5_R1	A4_T2_R2	A4_T3_R2	A4_T4_R2	A4_T5_R2	B1_T2_R2	B1_T3_R2	B1_T4_R2	B1_T5_R2	B2_T2_R2	B2_T3_R2	B2_T4_R2	B2_T5_R2	B3_T2_R2	B3_T3_R2	B3_T4_R2	B3_T5_R2	B4_T2_R2	B4_T3_R2	B4_T4_R2	B4_T5_R2	B5_T2_R2	B5_T3_R2	B5_T4_R2	B5_T5_R2	B6_T2_R2	B6_T3_R2	B6_T4_R2	B6_T5_R2	B7_T2_R2	B7_T3_R2	B7_T4_R2	B7_T5_R2	B8_T2_R2	B8_T3_R2	B8_T4_R2	B8_T5_R2	C1_T2_R2	C1_T3_R2	C1_T4_R2	C1_T5_R2	C2_T1_R2	C2_T2_R2	C2_T3_R2	C2_T4_R2	C2_T5_R2	C3_T1_R2	C3_T2_R2	C3_T3_R2	C3_T4_R2	C3_T5_R2	C6_T2_R2	C6_T3_R2	C6_T4_R2	C6_T5_R2	C7_T2_R2	C7_T3_R2	C7_T4_R2	C7_T5_R2	D1_T2_R2	D1_T3_R2	D1_T4_R2	D1_T5_R2	D2_T2_R2	D2_T3_R2	D2_T4_R2	D2_T5_R2	D4_T3_R2	D4_T4_R2	D5_T2_R2	D5_T3_R2	D5_T4_R2	D5_T5_R2	D6_T1_R2	D6_T2_R2	D6_T3_R2	D6_T4_R2	E1_T2_R2	E1_T3_R2	E1_T4_R2	E1_T5_R2	E2_T1_R2	E2_T2_R2	E2_T3_R2	E2_T4_R2	E2_T5_R2	E3_T2_R2	E3_T3_R2	E3_T4_R2	E3_T5_R2	E5_T2_R2	E5_T3_R2	E5_T4_R2	E5_T5_R2	E7_T2_R2	E7_T3_R2	E7_T4_R2	E7_T5_R2	F1_T2_R2	F1_T3_R2	F1_T4_R2	F1_T5_R2	F3_T2_R2	F3_T3_R2	F3_T4_R2	F3_T5_R2	F4_T2_R2	F4_T3_R2	F5_T1_R2	F5_T2_R2	F5_T3_R2	F5_T4_R2	F7_T3_R2	F7_T4_R2	F7_T5_R2	F8_T2_R2	F8_T3_R2	F8_T4_R2	F8_T5_R2	G1_T4_R2	G1_T5_R2	G2_T2_R2	G2_T3_R2	G2_T4_R2	G2_T5_R2	G3_T2_R2	G3_T3_R2	G3_T4_R2	G3_T5_R2	G4_T1_R2	G4_T2_R2	G4_T3_R2	G4_T4_R2	G4_T5_R2	G6_T1_R2	G6_T3_R2	G6_T4_R2	G6_T5_R2	G7_T2_R2	G7_T3_R2	G7_T4_R2	G7_T5_R2	G8_T2_R2	G8_T3_R2	G8_T4_R2	G8_T5_R2	H1_T2_R2	H1_T3_R2	H1_T4_R2	H1_T5_R2	H2_T2_R2	H2_T3_R2	H2_T4_R2	H2_T5_R2	H4_T2_R2	H4_T3_R2	H4_T4_R2	H4_T5_R2	H5_T2_R2	H5_T3_R2	H5_T4_R2	H5_T5_R2	H7_T2_R2	H8_T1_R2	H8_T2_R2	H8_T3_R2	H8_T4_R2	H8_T5_R2	I2_T2_R2	I2_T3_R2	I2_T4_R2	I2_T5_R2	I5_T2_R2	I5_T3_R2	I5_T4_R2	I5_T5_R2	I6_T2_R2	I6_T3_R2	I6_T4_R2	I6_T5_R2	Resv_T2_R2	Resv_T3_R2	Resv_T4_R2	Resv_T5_R2	Cont_T1_R2	Cont_T2_R2	Cont_T3_R2	Cont_T4_R2	Cont_T5_R2
Eukaryota	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	13387	28139	52575	18473	30971	8512	16799	17596	6633	15033	22997	44762	66145	70161	71851	36274	56827	65542	60800	56555	13379	18251	13261	10125	9955	28864	39549	24671	34310	43468	52703	20166	31983	25124	66118	20009	46409	7740	24706	13388	12697	36406	8173	22185	10068	12852	17727	30065	55663	56270	29896	25432	30209	19195	30316	11270	8751	46649	23476	26884	21916	11916	11322	31745	36556	39681	48883	69774	70390	70658	20090	38885	26656	43366	40803	12172	15708	12607	39323	18461	22088	59390	71644	67360	36930	63507	63205	61013	12829	69792	68687	66614	17174	14867	7037	23810	7228	40239	45458	46754	11361	57140	6173	8756	22349	2531	39352	55477	3325	22053	58638	51197	17195	27859	62697	52549	11794	25078	17455	57850	34696	29570	36924	16416	46586	27028	24303	16560	46372	19291	9987	45234	33967	55990	16318	69594	54301	18199	53396	8861	11055	10210	40144	49415	6410	11268	10245	8340	10186	42849	48783	10624	27733	40432	14449	11820	10347	20717	29360	41768	10485	5687	8164	6873	17677	15813	72838	67136	54258	64782	18627	23722	51491	63938	26547	14430	12706	12691	29718	17819	12303	20237	16400	27248	21794	24287	45113	61331	8383	13122	30475	62765	70155	40522	44981	23023	36188	20305	16783	31374	34533	0	105	3827	112	833	12211	26081	50297	24045	27312	12381	12746	13777	6994	13670	28965	12233	44757	13789	72918	65384	57227	70437	61984	53788	20622	20922	6813	14137	31592	40072	18474	23073	42253	53777	36728	52271	27528	62225	22744	34366	21506	17773	15795	17672	8415	22882	14427	6286	16061	30095	59609	59372	38261	31727	22804	30160	10748	7925	49068	57018	31422	31090	12588	14032	26753	50635	65282	70797	70832	71192	14153	23595	12041	38571	19198	45121	18620	21686	60940	71693	11678	48514	62590	53944	9669	72217	73295	69621	21231	14715	7126	20040	13432	44243	56612	10442	50997	6863	12885	19899	5169	39467	28558	13795	34211	69752	54339	37214	48244	69150	48216	22879	20221	62515	9940	47146	39861	28668	25543	21088	34386	59053	15044	15232	62321	59875	53800	49999	11564	1548	17644	17978	30960	12024	15178	3235	13603	40458	47209	28044	27055	12944	9048	10922	20276	44939	12267	8290	8308	17265	7703	16618	19061	72819	67401	61825	69458	20556	30009	48153	58529	27515	24548	5373	18004	31488	17213	13701	13809	9047	35341	26737	31469	37433	58437	7792	21526	65139	68948	40707	51037	24699	42337	21200	17502	36198	43118	1700	416	3514	1134	0
Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Hydrodictyaceae	Hydrodictyon	Hydrodictyon_reticulatum	351	33979	847	88	0	51	5	0	24	143	1674	20056	2659	253	58	0	192	2380	0	5	0	82	35	0	3	345	0	9478	409	10812	10912	32	907	38700	221	4	109	0	2	0	0	0	0	0	8	0	0	0	6333	386	12	4	0	209	60	0	0	17426	538	38	6	2489	19163	38925	11514	0	5811	682	0	16	0	79	320	0	7	626	30523	16028	16469	0	21879	3930	201	99	0	5096	416	1093	0	237	33	0	0	9	0	0	0	0	2843	288	142	1103	0	0	0	0	11553	3870	22027	17042	4749	82	1	0	109	8	52705	0	42570	10683	0	8273	0	503	0	0	46	0	22002	227	61001	8	0	0	28804	1129	42	216	6	283	0	58698	2131	0	47017	18612	48134	24699	7337	0	232	186	133	0	45	9	6	55	0	162	23158	6163	61	14	0	0	3	0	0	0	1677	43670	9883	4969	0	2	0	2	0	0	349	1875	48750	554	16	3	0	0	7	329	631	10717	1231	33	233	0	6	0	103	0	0	0	0	2033	0	0	256	31684	1201	853	0	0	0	0	28	100	145	2897	16811	5	65	4	146	9	0	0	82	0	0	0	186	5	25	1726	9621	8154	2833	2696	31678	214	17	24	2	0	0	0	0	0	0	4	0	0	130	149	17	0	193	0	6	0	15398	3324	26	35	2372	34720	39862	14018	114	72	3	4	0	0	453	2796	32180	22285	0	277	5420	262	60477	13199	334	214	0	20	0	0	0	6	0	0	0	2482	2013	63	80	0	4	0	0	14574	42434	55691	6943	653	86	7	0	10	0	0	34217	7557	61810	5	53	0	2506	392	118	24	56756	2072	6509	153	0	0	2	0	120	126	0	1472	39163	1523	21326	3	216	145	77	7	5	4	12	236	16978	23364	1077	0	5	0	0	14	0	6	12	81	33833	17947	8393	3	0	0	0	0	0	79	1793	10209	1326	0	3	0	0	0	3	8394	2194	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota	Viridiplantae	Chlorophyta	Mamiellophyceae	Dolichomastigales	Dolichomastigaceae	Dolichomastix_green_algae	Dolichomastix_tenuilepis	0	0	0	0	334	99	221	95	83	0	0	0	0	0	0	0	0	0	0	0	82	106	68	10	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	52	77	188	0	0	0	0	0	0	12	21	0	50	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	148	242	22	0	0	12	0	0	17	122	16	4	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	100	142	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	322	70	58	0	0	0	0	0	0	0	0	10	187	0	2	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	280	257	89	44	0	0	0	0	0	0	0	0	0	227	122	112	92	56	0	0	0	0	107	0	0	0	0	0	0	86	94	16	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	69	53	151	0	0	0	0	0	6	32	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	107	257	45	0	0	0	0	18	230	16	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	38	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	372	56	50	0	0	0	0	0	0	0	0	9	186	12	13	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	287	238	47	91	0	0	0	0	0
Eukaryota	Viridiplantae	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	409	0	0	0	366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota	undef_Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia_diatoms	Nitzschia_palea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	440	0	0	0	0	0	0	92	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota	undef_Eukaryota	Oomycota	undef_Oomycota	Peronosporales	Peronosporaceae	Phytophthora	Unknown	0	0	0	0	32	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	847	0	1	0	0	0	0	0	7	0	0	0	0	4	50	3	0	0	0	0	0	0	456	0	0	0	0	0	35	0	0	0	148	0	0	0	0	30	0	869	0	0	0	11	0	0	0	513	9	0	0	0	0	0	0	0	0	0	0	0	0	97	10	0	0	0	0	0	0	0	41	0	108	0	18	0	0	0	2	0	0	117	3	13	0	181	0	0	0	0	0	41	4	0	63	0	0	33	0	0	0	0	161	2	64	0	0	0	8	0	14	0	78	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	14418	246	0	0	0	0	0	0	24	0	0	0	0	277	0	0	965	0	0	0	0	11	761	0	0	0	0	0	0	0	59	7	0	0	0	0	0	0	0	0	0	0	47	1	10	0	0	4	0	0	0	2	0	0	0	19	0	0	969	0	0	0	0	1	0	0	0	0	0	0	0	11	29	4	0	0	0	0	0	403	0	0	0	0	0	33	0	0	187	0	0	0	0	64	0	0	0	0	0	0	0	15	734	17	0	0	1	0	0	0	0	0	0	88	0	0	0	0	0	0	0	21	1	96	0	13	0	0	0	0	0	87	4	5	0	70	0	0	0	0	0	27	29	4	238	0	31	0	0	0	0	0	17	9	36	3	0	0	0	0	67	64	0	0	0	5	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	1198	7761	55	36	0	0	0	0	0	0	0	0	0	0	180	0	0	1615	0	0	0	36	1304	0	0	0	0	0	0	2	55	15	0	0	0	0	0	0
Eukaryota	undef_Eukaryota	Oomycota	undef_Oomycota	Peronosporales	Peronosporaceae	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	465	0	0	0	0	65	0	0	0	0	115	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	227	0	0	0	0	42	0	0	0	0	0	0	0	0	204	0	0	0	0	95	0	0	0	113	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	665	0	0	0	0	38	0	0	0	0	8	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	164	0	0	0	285	0	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota	undef_Eukaryota	Oomycota	undef_Oomycota	Peronosporales	Unknown	Unknown	Unknown	0	0	0	0	32	1	0	1455	0	0	0	0	0	0	0	0	0	0	0	0	652	2	4	19	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	608	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	27	143	35	0	0	0	0	0	0	19	91	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	241	673	0	0	0	0	0	0	0	0	65	0	59	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	195	32	420	0	0	0	0	0	0	0	0	0	24	15	0	733	0	0	0	0	0	21	0	0	0	0	0	0	1	14	6	345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	951	0	0	0	0	0	0	1	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	17	129	159	0	0	0	0	0	23	38	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	9	304	563	0	0	0	0	0	0	0	0	73	0	23	561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	212	19	691	0	0	0	0	0
Eukaryota	undef_Eukaryota	Oomycota	undef_Oomycota	Pythiales	Pythiaceae	Pythium	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	401	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	568	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	80	0	0	0	0	0	0	0	0	541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	153	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	170	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota	undef_Eukaryota	Oomycota	undef_Oomycota	Saprolegniales	Saprolegniaceae	Saprolegnia	Saprolegnia_ferax	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	38	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	17	0	28	26	2	1	0	0	0	5	0	0	0	0	21	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	2	33	0	0	0	18	0	16	0	0	0	0	1	5	419	170	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	12	0	0	0	16	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota	undef_Eukaryota	Oomycota	undef_Oomycota	Unknown	Unknown	Unknown	Unknown	0	189	0	0	0	18	115	79	2	69	3	13	1	4	0	951	156	72	11	0	157	128	18	49	10	485	4	136	36	3	3	518	137	31	29	551	6	506	7	9	15	8	853	1002	9	14	2	480	22	25	19	0	562	208	35	0	0	18	24	20	0	17	3	77	7	1058	0	0	0	0	958	128	554	421	202	9	12	5	32	5880	0	45	27	31	2194	24	76	1	402	0	89	0	4445	22	2	68	7	1514	9	387	81	25	13	33	33	0	164	0	22	126	128	7	0	0	1	5	5	712	4	0	36	190	801	219	3	14	14	14	8	237	36	27	117	0	3	0	4	95	3	55	245	122	2	882	1	180	4	9	7	125	45	133	50	392	15	35	789	17	418	9	22	114	12	6	25	79	0	0	84	682	1834	2	841	45	11	2	150	6	6	35	830	658	0	286	3253	179	111	38	499	188	4830	3	99	3	0	20	4	0	0	0	0	0	0	0	0	0	0	500	0	0	96	52	0	98	1	340	3	3	16	288	8	3	182	176	0	0	236	112	2	17	663	73	209	23	31	6	216	31	99	63	63	10	38	96	4	9	2038	833	17	10	0	1390	69	116	18	0	189	117	11	55	27	30	28	54	19	44	196	17	0	0	0	0	446	135	8	34	48	0	5670	3	14	17	7	5	56	158	881	0	40	0	2979	141	135	0	1	136	406	282	64	51	16	0	0	89	0	456	34	97	24	0	0	47	25	1691	32	0	6	66	9	46	721	290	0	3	19	23	0	4	0	0	127	142	51	41	154	86	45	665	56	277	107	247	14	50	85	739	4	14	76	21	15	34	6	49	3	0	0	0	0	1680	243	264	4	68	377	37	72	1	21	1333	767	27	90	5143	256	67	60	762	13294	2	133	0	17	0	5	48	123	17	25	0	0	0	0	0
