kingdom	phylum	class	order	family	genus	species	A4_T2_R1	A4_T3_R1	A4_T4_R1	A4_T5_R1	B1_T2_R1	B1_T3_R1	B1_T4_R1	B1_T5_R1	B2_T2_R1	B2_T3_R1	B2_T4_R1	B2_T5_R1	B3_T2_R1	B3_T3_R1	B3_T4_R1	B3_T5_R1	B4_T2_R1	B4_T3_R1	B4_T4_R1	B4_T5_R1	B5_T1_R1	B5_T2_R1	B5_T3_R1	B5_T4_R1	B6_T2_R1	B6_T3_R1	B6_T4_R1	B6_T5_R1	B7_T2_R1	B7_T3_R1	B7_T4_R1	B7_T5_R1	B8_T2_R1	B8_T3_R1	B8_T4_R1	C1_T1_R1	C1_T2_R1	C1_T4_R1	C1_T5_R1	C2_T1_R1	C2_T2_R1	C2_T3_R1	C2_T4_R1	C2_T5_R1	C3_T1_R1	C3_T2_R1	C3_T3_R1	C3_T4_R1	C3_T5_R1	C6_T1_R1	C6_T2_R1	C6_T3_R1	C6_T4_R1	C6_T5_R1	C7_T2_R1	C7_T3_R1	C7_T4_R1	C7_T5_R1	D1_T2_R1	D1_T3_R1	D1_T4_R1	D1_T5_R1	D2_T1_R1	D2_T2_R1	D2_T3_R1	D2_T4_R1	D2_T5_R1	D4_T1_R1	D4_T2_R1	D4_T3_R1	D4_T4_R1	D4_T5_R1	D5_T2_R1	D5_T4_R1	D5_T5_R1	D6_T1_R1	D6_T2_R1	D6_T3_R1	D6_T4_R1	D6_T5_R1	E1_T1_R1	E1_T2_R1	E1_T3_R1	E1_T4_R1	E1_T5_R1	E2_T1_R1	E2_T2_R1	E2_T3_R1	E2_T4_R1	E2_T5_R1	E3_T2_R1	E3_T3_R1	E3_T4_R1	E3_T5_R1	E5_T1_R1	E5_T2_R1	E5_T4_R1	E5_T5_R1	E7_T2_R1	E7_T3_R1	E7_T4_R1	E7_T5_R1	F1_T2_R1	F1_T3_R1	F1_T4_R1	F1_T5_R1	F3_T2_R1	F3_T3_R1	F3_T4_R1	F3_T5_R1	F4_T2_R1	F4_T3_R1	F4_T4_R1	F5_T1_R1	F5_T2_R1	F5_T3_R1	F5_T4_R1	F5_T5_R1	F7_T1_R1	F7_T2_R1	F7_T3_R1	F7_T4_R1	F7_T5_R1	F8_T1_R1	F8_T2_R1	F8_T3_R1	F8_T4_R1	F8_T5_R1	G1_T1_R1	G1_T4_R1	G1_T5_R1	G2_T2_R1	G2_T3_R1	G2_T4_R1	G2_T5_R1	G3_T2_R1	G3_T3_R1	G3_T4_R1	G3_T5_R1	G4_T1_R1	G4_T2_R1	G4_T3_R1	G4_T4_R1	G4_T5_R1	G5_T5_R1	G6_T1_R1	G6_T3_R1	G6_T4_R1	G6_T5_R1	G7_T1_R1	G7_T2_R1	G7_T3_R1	G7_T4_R1	G7_T5_R1	G8_T1_R1	G8_T2_R1	G8_T4_R1	G8_T5_R1	H1_T2_R1	H1_T3_R1	H1_T4_R1	H1_T5_R1	H2_T2_R1	H2_T3_R1	H2_T5_R1	H4_T2_R1	H4_T3_R1	H4_T4_R1	H4_T5_R1	H5_T2_R1	H5_T3_R1	H5_T4_R1	H5_T5_R1	H7_T2_R1	H8_T1_R1	H8_T2_R1	H8_T3_R1	H8_T4_R1	H8_T5_R1	I2_T2_R1	I2_T3_R1	I2_T4_R1	I2_T5_R1	I5_T1_R1	I5_T2_R1	I5_T3_R1	I5_T4_R1	I5_T5_R1	I6_T2_R1	I6_T3_R1	I6_T4_R1	I6_T5_R1	Resv_T2_R1	Resv_T3_R1	Resv_T4_R1	Resv_T5_R1	Cont_T1_R1	Cont_T2_R1	Cont_T3_R1	Cont_T4_R1	Cont_T5_R1	A4_T2_R2	A4_T3_R2	A4_T4_R2	A4_T5_R2	B1_T2_R2	B1_T3_R2	B1_T4_R2	B1_T5_R2	B2_T2_R2	B2_T3_R2	B2_T4_R2	B2_T5_R2	B3_T2_R2	B3_T3_R2	B3_T4_R2	B3_T5_R2	B4_T2_R2	B4_T3_R2	B4_T4_R2	B4_T5_R2	B5_T3_R2	B5_T4_R2	B5_T5_R2	B6_T2_R2	B6_T3_R2	B6_T5_R2	B7_T2_R2	B7_T3_R2	B7_T4_R2	B7_T5_R2	B8_T2_R2	B8_T3_R2	B8_T4_R2	B8_T5_R2	C1_T2_R2	C1_T3_R2	C1_T4_R2	C1_T5_R2	C2_T1_R2	C2_T2_R2	C2_T3_R2	C2_T4_R2	C2_T5_R2	C3_T1_R2	C3_T2_R2	C3_T3_R2	C3_T4_R2	C3_T5_R2	C6_T2_R2	C6_T3_R2	C6_T4_R2	C6_T5_R2	C7_T2_R2	C7_T3_R2	C7_T5_R2	D1_T2_R2	D1_T3_R2	D1_T4_R2	D1_T5_R2	D2_T2_R2	D2_T3_R2	D2_T4_R2	D4_T2_R2	D4_T3_R2	D4_T4_R2	D4_T5_R2	D5_T2_R2	D5_T3_R2	D5_T4_R2	D5_T5_R2	D6_T1_R2	D6_T2_R2	D6_T3_R2	D6_T4_R2	D6_T5_R2	E1_T2_R2	E1_T3_R2	E1_T4_R2	E1_T5_R2	E2_T1_R2	E2_T2_R2	E2_T3_R2	E2_T4_R2	E2_T5_R2	E3_T2_R2	E3_T3_R2	E3_T4_R2	E3_T5_R2	E5_T2_R2	E5_T3_R2	E5_T4_R2	E5_T5_R2	E7_T2_R2	E7_T3_R2	E7_T4_R2	E7_T5_R2	F1_T2_R2	F1_T3_R2	F1_T5_R2	F3_T2_R2	F3_T3_R2	F3_T4_R2	F4_T2_R2	F4_T3_R2	F5_T1_R2	F5_T2_R2	F5_T3_R2	F5_T4_R2	F5_T5_R2	F7_T2_R2	F7_T3_R2	F7_T4_R2	F7_T5_R2	F8_T2_R2	F8_T3_R2	F8_T4_R2	F8_T5_R2	G1_T4_R2	G2_T2_R2	G2_T3_R2	G2_T4_R2	G2_T5_R2	G3_T2_R2	G3_T3_R2	G3_T4_R2	G3_T5_R2	G4_T1_R2	G4_T2_R2	G4_T3_R2	G4_T4_R2	G4_T5_R2	G6_T1_R2	G6_T3_R2	G6_T4_R2	G7_T2_R2	G7_T3_R2	G7_T4_R2	G7_T5_R2	G8_T2_R2	G8_T3_R2	G8_T4_R2	G8_T5_R2	H1_T2_R2	H1_T3_R2	H1_T4_R2	H1_T5_R2	H2_T2_R2	H2_T3_R2	H2_T4_R2	H2_T5_R2	H4_T2_R2	H4_T3_R2	H4_T4_R2	H4_T5_R2	H5_T2_R2	H5_T3_R2	H5_T4_R2	H5_T5_R2	H7_T2_R2	H8_T1_R2	H8_T2_R2	H8_T4_R2	H8_T5_R2	I2_T2_R2	I2_T3_R2	I2_T4_R2	I2_T5_R2	I5_T2_R2	I5_T3_R2	I5_T4_R2	I5_T5_R2	I6_T2_R2	I6_T3_R2	I6_T4_R2	Resv_T2_R2	Resv_T3_R2	Resv_T4_R2	Resv_T5_R2	Cont_T1_R2	Cont_T2_R2	Cont_T3_R2	Cont_T4_R2	Cont_T5_R2
Plantae	Chlorophyta	Chlorophyceae	Oedogoniales	Oedogoniaceae	Unknown	Unknown	0	0	0	0	0	0	0	0	235	21	40	4	0	0	0	0	0	0	0	0	0	5	10	0	37	38	0	0	4	0	3	0	9	0	0	0	14	1	4	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	18	0	8	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	26	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	227	0	9	0	0	97	0	0	2	0	0	0	0	0	0	0	0	0	71	0	38	0	12	15	0	0	0	0	0	0	0	0	0	0	0	0	0	30	10	25	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	20	30	0	0	11	0	0	0	0	0	0	6	7	0	28	54	7	0	0	0	0	17	0	0	0	9	22	0	11	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	29	28	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	16	0	0	0	0	0	5	87	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	113	0	0	0	0	0	0	0	0	0	60	8	35	15	27	16	0	7	1	18	0	0	0	0	0	0	0	0	0	7	9	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Hydrodictyaceae	Tetraedron	Tetraedron caudatum	25	24	1	0	0	6	0	0	11	326	2405	101	37	221	1	0	55	0	53	1	13	390	140	2	111	2125	11	84	64	194	201	0	47	121	61	15	24	220	118	4	0	15	0	0	0	0	9	0	0	17	127	33	29	16	9	10	0	0	55	29	189	10213	23	1347	0	0	0	19	486	150	222	985	137	177	512	259	359	114	21	146	22	271	105	12	0	101	196	7	11	1	30	0	17	5	34	52	102	10	121	267	2	11	22	16	4	12	95	23	396	79	99	6445	34	9	60	53	1080	2	112	241	3721	39	470	0	107	3361	7	0	12	0	2	104	0	67	0	114	37	140	24	6	58	0	18	121	25	0	2390	232	1592	0	5	40	31	19	2	12	535	190	70	14	3	0	11	0	0	16	27	21	13	24	47	7	39	144	39	131	118	24	237	31	21	35	0	65	199	12998	34	0	92	209	258	52	0	0	0	0	88	96	1312	0	0	31	38	0	0	0	0	5	0	10	828	10185	690	16	1387	1	0	61	509	125	18	19	5	0	91	2069	188	49	86	21	3	24	288	204	118	11	1238	121	199	5	0	45	10	8	0	7	6	0	0	124	10	27	0	17	0	0	164	47	910	1366	4366	28	0	692	230	400	2687	144	180	71	83	0	1846	99	32	112	89	27	0	8	0	229	3	10	0	40	1	39	0	33	199	133	145	91	343	2	0	0	5	0	34	11	1370	1317	6384	0	31	8	25	0	38	4248	605	2231	234	2259	24	0	10	22	2	0	0	13	34	60	17	0	0	18	2180	47	0	5622	347	0	62	31	81	6	49	992	177	0	4	26	0	49	1	0	0	12	24	31	9	76	28	55	0	67	3	86	193	1524	0	79	8	8	145	7326	42	9	0	311	194	0	0	0	0	0	0	0	0	0
Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Scenedesmaceae	Coelastrella	Coelastrella rubescens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	8	0	18	0	0	0	0	11	0	0	0	0	4	3	0	0	5	0	1	0	0	0	0	0	0	0	1	9	52	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	8	207	583	121	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	5	2	10	0	0	0	0	0	2	0	0	0	0	0	0	0	0	35	20	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	8	0	0	56	0	0	0	0	0	0	0	0	0	3	28	1	0	2	0	0	0	0	0	0	0	0	0	5	38	4	0	0	0	0	0	0	0	0	0	0	0	12	277	250	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	0	0	0	0	0	0	0	5	12	0	0	0	0	0	0	0	0	0	0	8	9	0	10	0	0	0	0	4	0	0	0	0	0	0	0	40	47	3	0	0	0	0	0	0	0	0	0
Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Scenedesmaceae	Desmodesmus	Desmodesmus intermedius	291	239	115	25	0	10347	0	7	24	390	734	1122	502	13933	34657	35363	135	76	1955	4399	0	44	27	4	169	135	17496	1096	535	5184	444	13340	262	101	487	1	0	12	0	1	0	0	3	0	0	345	3192	20484	28941	6	83	0	0	11	947	1968	7388	17671	411	87	79	1076	0	917	15667	31262	29465	0	30	0	41	13	1011	332	797	0	1460	3343	5701	13530	1	1526	5706	10199	2220	3	924	527	330	104	0	0	0	0	7	551	3128	751	17	0	0	2	34	6	33	11	1125	9204	15557	27952	22489	25376	17	0	99	75	502	0	2	1160	904	17787	11304	14	12703	8566	13	28353	6	25716	3	11627	17868	1342	30378	875	32	23	2756	1	260	27	16	155	17	0	1688	804	3966	10	7	93	76	883	1	88	126	103	10	0	2	0	1762	34151	16182	23	17	1	1	0	26	404	8	27	38	56	187	107	5	50	53	539	157	81	341	723	4627	733	588	211	59	55	0	0	29	0	0	1498	318	201	0	155	102	44	43	0	0	0	0	20	641	375	608	350	18	27523	26435	125	105	564	5318	0	6	0	100	149	551	415	4979	5000	15484	298	89	208	4067	0	0	0	0	7	0	0	4	0	0	249	3823	20035	26017	43	0	0	0	978	1492	31049	604	78	74	624	391	16161	28254	12	5	0	69	343	209	188	732	0	587	4501	3770	9396	1354	10379	7293	2237	0	658	366	151	85	0	0	0	0	400	4493	1821	299	11	23	0	0	24	32	7	361	5649	13892	9919	19589	0	73	41	21	12	21	873	458	3415	966	11382	14078	28817	10	10098	23147	27466	25351	94	271	1475	2246	0	0	28	68	12	0	511	226	0	452	45	925	48	62	66	195	0	0	24	0	4992	27944	24441	19206	0	7	0	0	21	13	0	0	0	47	0	16	10	13	586	22	24	45	71	2092	747	9	74	12	0	0	0	0	0	0	869	2588	171
Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Scenedesmaceae	Hariotina	Hariotina reticulata	1546	13689	1281	371	0	103	0	0	73	138	6797	8656	10734	2668	360	148	21681	32799	26782	28392	14	132	771	5	465	229	3032	1937	8004	13766	1121	492	25082	12735	14199	14	142	88	1325	17	8	41	25	0	21	23252	26276	3144	940	17	331	86	217	68	13108	15756	5382	1002	664	23658	19134	7193	12	24575	17954	2784	2312	5	143	8	37	155	764	14555	16029	0	11627	19441	5958	1890	3	22611	4298	5223	3027	8	4722	677	161	131	0	0	25	4	8	3761	3167	7321	13	58	19	0	7755	5768	13597	1997	10019	7093	6663	926	3804	168	18692	22	19302	22796	6916	1176	81	4395	9510	1217	6448	45	5675	1389	20745	77	30	8035	2889	4281	2278	350	2828	4842	8	29772	2065	21	5746	3620	17496	14133	5254	1	1780	8768	5813	45	19	156	306	781	27	971	6969	4204	35	0	9	2	103	138	34	630	19176	3357	1156	35	92	41	54	215	144	678	7302	14455	2741	122	17	98	9	62	720	607	12601	1982	617	403	134	216	0	0	0	0	0	96914	543	580	0	870	4726	568	1148	0	0	0	14	112	193	5640	8930	8623	25	376	78	13591	12978	25728	27933	10	5	5	232	287	5522	6612	11050	1962	865	17310	8132	10498	17462	45	171	49	3021	35	0	75	54	0	8	7313	18398	2793	686	240	29	191	0	9020	21038	1426	1101	27670	17070	16294	2423	10298	1986	111	16	51	314	277	16359	20205	19276	13	2303	16914	3121	1410	16470	13645	2837	4170	0	776	730	101	139	14	4	37	0	2332	10399	2612	4837	6	114	15	0	8691	26905	3603	3417	11934	3170	1068	144	5	14864	24357	22059	6546	134	3864	6785	4358	526	1171	2937	92	12162	4080	4497	2342	1202	36	14	159	1208	0	500	17903	1743	25703	5	592	8420	47	438	482	993	606	13988	13893	8421	0	4	57	2	516	102	47	26	60	16079	5684	947	80	38	8	1	77	138	50	4435	709	38	136	0	0	264	81	19829	1882	44	51	60	0	0	0	0	0	0	1879	4661	175
Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Scenedesmaceae	Unknown	Unknown	0	0	0	0	0	1	63	286	0	3	14	5	268	127	10	1	2308	2857	1368	3103	252	18	325	16	4	1	14	0	214	273	11	3	1759	1445	1502	20	7	0	0	10	31	19	0	0	1	233	84	0	0	3	217	75	0	0	606	82	2	0	40	0	5	0	14	195	72	0	0	22	46	0	31	673	92	6	13	8	203	119	8	8	8	704	94	41	56	27	53	0	0	0	1	0	22	73	4	255	23	26	202	336	5460	64	52	8	8	0	193	0	0	0	96	0	0	4	68	29	18	0	67	170	12	6	38	21	155	138	14	0	31	0	5	139	3	139	0	230	0	14	176	30	12	0	6	25	3	9	0	4	2	0	7	0	0	29	17	40	12	9	0	0	1	2	291	8	0	28	91	22	6	7	90	1918	250	50	12	213	202	15	0	2	0	0	0	35	21	22	2	0	154	22	4	0	0	0	0	0	0	3427	59	0	0	0	0	0	0	0	27	100	192	0	5	14	0	138	31	0	0	2265	1433	3587	2280	391	29	503	0	0	0	157	206	30	8	2423	1361	481	2503	13	0	0	0	46	88	50	0	3	5	37	236	40	0	242	75	0	0	371	144	14	67	0	0	12	87	274	152	54	0	47	3304	19	14	16	27	11	58	224	0	7	530	516	45	10	20	19	0	0	0	13	0	27	159	134	767	13	11	180	369	6449	121	20	31	1	20	36	0	234	19	4	30	15	0	0	0	14	12	4	49	69	6	0	0	355	254	263	90	9	0	33	38	10	0	8	0	16	6	18	0	4	0	14	24	23	8	0	9	6	0	0	9	363	15	0	0	8	20	6	6	22	49	3240	1178	19	0	88	3	0	0	0	0	0	10	0	0	0	171	38	7	0	0	8	0	0	0	291	869	67
Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Selenastraceae	Messastrum	Messastrum gracile	4829	0	0	0	57	0	9	19	334	468	2058	123	41	0	0	0	0	2	0	0	121	4668	749	20	6847	1811	0	3999	6400	30	2480	0	196	0	0	94	230	768	595	159	88	203	150	0	212	0	0	0	0	415	5775	461	597	114	76	0	0	0	6584	27	0	0	616	0	0	0	0	83	8757	1349	679	838	6148	524	55	73	819	0	0	0	132	26	0	0	0	179	0	0	0	0	38	4	179	44	523	1051	0	0	478	107	115	50	899	0	0	0	21	0	0	0	337	0	0	238	1951	26	48	0	1990	2082	106	0	5	535	2291	0	2	0	2633	0	0	123	0	9368	0	374	3	1	5803	542	493	69	5	4	5	431	311	12	2	1044	254	547	2499	5214	940	1889	49	27	633	43	120	53	0	0	0	1106	6	0	0	182	1543	1034	460	886	7339	3684	695	19	25	710	5	3	6	5243	10102	73	0	0	7586	2815	104	480	0	0	12	1	937	0	88	0	0	2516	0	0	0	127	0	18	114	484	757	1843	150	19	103	0	0	0	0	0	0	102	38	66	3902	1159	7648	3882	31	0	0	180	0	0	0	127	2105	644	1137	388	141	156	216	21	442	0	0	0	0	2460	99	963	85	50	0	0	8231	28	0	0	0	0	0	5695	1648	2129	1429	5077	739	200	34	105	470	0	0	0	15	0	0	0	121	0	0	0	0	92	20	452	22	546	0	0	0	203	216	74	54	88	3	0	0	0	0	0	0	354	1195	13	0	0	105	56	51	3	93	0	0	0	8	0	0	0	0	146	47	9339	3306	1807	111	44	0	0	874	124	0	239	1044	2568	4644	873	106	44	14	25	83	1227	61	0	0	0	0	323	4	0	0	250	230	980	84	296	6186	395	18	3	134	34	0	0	693	18	5	0	393	359	136	0	0	6	3	2045	0	0	0	0
Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Unknown	Unknown	Unknown	51	0	0	0	0	0	0	0	115	35	31	5	1	11	0	0	4	0	0	0	23	28	0	0	40	105	0	0	8	0	26	0	0	0	0	40	123	4	11	19	35	1	0	0	7	0	0	0	0	5	124	61	0	4	0	0	0	0	2	67	34	11	5	0	0	0	0	20	34	8	5	0	18	15	0	12	0	0	0	0	4	26	16	0	0	16	18	4	0	0	19	2	34	0	24	52	0	0	167	133	15	0	44	42	10	0	6	0	0	0	0	0	0	11	2	23	0	0	115	12	34	0	0	10	26	0	10	0	1	0	0	29	0	85	0	57	15	7	16	9	14	9	10	16	3	0	33	0	0	2	78	540	266	63	7	191	493	73	11	4	0	0	0	0	0	32	5	1	0	45	27	12	4	61	3	117	252	0	0	56	9	9	0	27	111	37	3	0	57	17	50	3	0	0	3	3	0	0	0	0	0	38	0	0	0	0	0	11	17	152	61	36	19	0	52	0	0	0	0	0	0	2	0	0	17	175	4	7	32	41	6	0	0	32	0	42	35	0	0	61	34	4	3	0	37	0	0	0	0	57	47	0	7	0	0	0	6	32	59	0	5	0	0	24	23	5	0	22	28	0	0	14	21	0	0	0	35	3	0	0	13	42	3	0	0	61	6	23	0	17	5	3	4	109	95	22	0	11	10	3	0	0	0	0	0	9	0	7	3	0	22	69	0	4	19	4	153	12	0	8	0	0	0	32	28	39	87	20	17	1	302	14	0	16	0	99	460	601	201	85	16	118	286	25	4	0	0	0	0	0	0	44	10	0	0	29	23	33	12	42	0	67	6	0	23	11	8	5	929	12	5	0	117	64	34	0	0	2	5	0	0	0	0	0
Plantae	Chlorophyta	Chlorophyceae	Unknown	Unknown	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	6	12	0	0	212	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	91	6	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	35	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plantae	Chlorophyta	Mamiellophyceae	Monomastigales	Monomastigaceae	Monomastix	Monomastix minuta	0	0	0	0	212	25	298	51	508	0	18	14	0	0	0	0	0	0	0	0	48	289	475	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	11	189	109	0	0	0	0	0	0	67	43	1	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	143	14	445	22	0	0	0	0	627	947	8	14	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	4	0	438	403	0	35	0	2	0	0	0	0	0	0	0	0	0	71	41	0	19	0	73	0	0	118	60	189	23	0	0	0	0	0	0	0	2109	1706	8	2	3	1	0	0	0	0	136	0	23801	20110	0	0	0	0	0	25	0	9271	24919	109	29	129	33	0	911	0	0	0	0	0	0	0	327	185	389	39	468	7	12	9	0	205	0	0	0	0	0	0	1922	16	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	55	289	117	0	0	0	0	1	34	53	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	85	550	57	0	0	0	0	277	1271	17	34	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1859	422	0	113	0	20	0	0	0	0	0	0	4	45	0	24	20	0	0	0	397	220	257	60	0	0	0	0	0	0	0	0	548	2268	22	11	0	7	0	0	0	86	8	33815	29491	0	0	0	0	42	0	14593	178	14	132	42	0	0	0	0	0
Plantae	Chlorophyta	Mamiellophyceae	Monomastigales	Monomastigaceae	Monomastix	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	631	0	0	0	0	0	0	0	0	1762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Mucidosphaerium	Mucidosphaerium pulchellum	0	0	0	0	10	9	62	398	0	0	38	375	5	0	0	0	13	0	0	0	525	76	266	82	263	96	0	51	0	0	2	0	19	5	0	174	29	118	282	483	16	41	1085	171	245	6791	797	106	4	115	155	344	1119	346	5744	301	103	9	11	4	103	1682	1406	1433	563	20	13	335	270	291	47	23	37	47	684	206	772	365	401	39	756	67	121	32	7	740	11131	28103	27076	19461	7	1	547	129	730	20	47	8	97	134	445	240	67	0	0	0	902	1113	12290	6913	0	0	0	55	56	0	1737	0	501	19	295	0	3403	629	7	0	57	0	2151	362	1	580	222	593	259	25	0	0	11117	1154	2299	0	20	1	22	394	86	144	928	1111	5	0	14	6199	0	2	3	12	31	14	698	239	0	5	1723	0	0	2	0	0	342	1178	167	170	1162	1	0	0	0	7	1	0	0	2233	0	0	15	1111	848	2622	196	69	6	0	75	137	0	0	0	0	0	0	0	0	0	1	16	154	561	0	0	24	1340	6	19	0	0	11	0	0	0	159	1083	173	198	24	61	0	0	0	0	19	0	0	0	2	89	79	214	595	24	30	2007	1548	386	12116	1574	60	4	148	110	2564	1175	7472	452	30	16	2	175	2099	939	375	27	164	260	46	78	17	10	10	491	214	605	651	177	17	106	165	21	73	198	8531	27413	24830	16425	9	14	1028	149	9	118	25	3	54	232	515	305	49	0	3	37	1698	15365	0	0	34	49	2	4	0	0	131	1201	6017	0	0	0	0	34	300	137	379	362	12	0	341	10812	695	0	2	0	0	390	44	125	0	0	13	5575	0	0	0	0	0	52	892	347	0	0	164	897	0	0	1	0	0	553	3399	516	112	1215	0	0	0	0	9	0	0	0	0	14	964	143	1219	247	0	0	157	218	553	0	0	0	284
